epistemic_utility,smoothness_utility,aggregate_scalar_reward,unsupported_certainty_rate,calibrated_abstention_rate,selective_risk,coverage,ece,tau,seed,final_lambda
-0.028888888888888888,0.9933333333333333,0.4311111111111111,0.9848484848484849,0.015151515151515152,0.5167410714285714,0.9955555555555555,0.49042999964838246,0.2,25,0.6795973557692337
-0.028888888888888888,0.9916666666666667,0.4303611111111111,0.9803921568627451,0.0196078431372549,0.5173184357541899,0.9944444444444445,0.4849160533458716,0.2,26,0.5843930288461552
-0.011111111111111112,0.9766666666666667,0.4333888888888889,0.9401709401709402,0.05982905982905983,0.5135440180586908,0.9844444444444445,0.4790428446557047,0.2,27,0.8922415865384625
-0.0044444444444444444,0.9783333333333334,0.4378055555555555,0.9471544715447154,0.052845528455284556,0.5095828635851184,0.9855555555555555,0.46527354132532045,0.2,28,0.3928170072115385
0.4666666666666667,0.6266666666666667,0.5386666666666667,0.1482889733840304,0.8517110266159695,0.35502958579881655,0.7511111111111111,0.3232833541809542,0.2,29,0.4459525240384619
0.4288888888888889,0.6116666666666667,0.5111388888888889,0.0933852140077821,0.9066147859922179,0.3853073463268366,0.7411111111111112,0.35512037364987437,0.3,0,0.7605183293269234
0.45,0.5622222222222222,0.5005000000000001,0.11643835616438356,0.8835616438356164,0.3877551020408163,0.7077777777777777,0.3469367119238431,0.3,1,0.868257211538458
0.4931111111111111,0.6017777777777779,0.5420111111111112,0.1282051282051282,0.8717948717948718,0.34493192133131617,0.7344444444444445,0.31390186084956084,0.3,2,1.002857572115385
0.33555555555555555,0.6983333333333334,0.4988055555555556,0.311787072243346,0.688212927756654,0.41585535465924894,0.7988888888888889,0.3691039471033615,0.3,3,1.1556715745192316
0.4086666666666667,0.6134444444444445,0.5008166666666667,0.10810810810810811,0.8918918918918919,0.39820359281437123,0.7422222222222222,0.35600346446575504,0.3,4,0.8204642427884622
0.2971111111111111,0.7103333333333333,0.4830611111111111,0.3643122676579926,0.6356877323420075,0.43526170798898073,0.8066666666666666,0.3887449468601295,0.3,5,1.1318359374999996
0.38155555555555554,0.6403333333333333,0.4980055555555556,0.15810276679841898,0.841897233201581,0.4064327485380117,0.76,0.3647261257256112,0.3,6,0.9151442307692269
0.4215555555555555,0.5853333333333333,0.4952555555555556,0.07518796992481203,0.924812030075188,0.39938556067588327,0.7233333333333334,0.3604523477539415,0.3,7,0.7736343149038473
0.4804444444444444,0.5858888888888888,0.5278944444444444,0.09056603773584905,0.909433962264151,0.3579109062980031,0.7233333333333334,0.30958437731993693,0.3,8,0.7259044471153846
0.4882222222222222,0.5853333333333333,0.5319222222222223,0.09558823529411764,0.9044117647058824,0.3533026113671275,0.7233333333333334,0.3136099173580308,0.3,9,0.9828981370192319
0.49688888888888894,0.5565555555555556,0.523738888888889,0.08333333333333333,0.9166666666666666,0.35545023696682465,0.7033333333333334,0.3112306865977649,0.3,10,1.0716075721153828
0.27044444444444443,0.7703333333333333,0.49539444444444447,0.4827586206896552,0.5172413793103449,0.4304461942257218,0.8466666666666667,0.3758744134509947,0.3,11,1.1742908653846158
0.47244444444444444,0.5682222222222222,0.5155444444444445,0.06463878326996197,0.935361216730038,0.36875,0.7111111111111111,0.32094557422262815,0.3,12,0.7684900841346153
0.4528888888888889,0.5818888888888889,0.5109388888888889,0.11702127659574468,0.8829787234042553,0.3790446841294299,0.7211111111111111,0.3467859720832748,0.3,13,0.7110381610576899
0.5148888888888888,0.5831111111111111,0.545588888888889,0.08812260536398467,0.9118773946360154,0.33436055469953774,0.7211111111111111,0.2926612975194336,0.3,14,0.9254131610576931
0.47466666666666674,0.5365555555555556,0.5025166666666667,0.06690140845070422,0.9330985915492958,0.3784219001610306,0.69,0.33255461840495243,0.3,15,0.6267262620192277
0.5226666666666666,0.5625555555555556,0.5406166666666667,0.05204460966542751,0.9479553903345725,0.3359497645211931,0.7077777777777777,0.2976026073370346,0.3,16,0.7446649639423049
0.4315555555555555,0.6008888888888888,0.5077555555555556,0.14391143911439114,0.8560885608856088,0.38636363636363635,0.7333333333333333,0.3362512556200358,0.3,17,0.7706790865384625
0.43555555555555553,0.64,0.5275555555555557,0.2087912087912088,0.7912087912087912,0.3713450292397661,0.76,0.33104795677541854,0.3,18,0.6405003004807659
0.42377777777777775,0.5903333333333333,0.4987277777777778,0.11313868613138686,0.8868613138686131,0.39602446483180426,0.7266666666666667,0.3543071546217724,0.3,19,0.9166090745192321
0.48488888888888887,0.5675555555555556,0.5220888888888889,0.11267605633802817,0.8873239436619719,0.3609375,0.7111111111111111,0.326000171960532,0.3,20,0.7252283653846134
0.3893333333333333,0.6125555555555555,0.4897833333333334,0.16356877323420074,0.8364312267657993,0.4107946026986507,0.7411111111111112,0.36704270518312065,0.3,21,0.612291165865384
0.43,0.6038888888888889,0.5082500000000001,0.11068702290076336,0.8893129770992366,0.3867069486404834,0.7355555555555555,0.3430463673899672,0.3,22,0.779776141826922
0.44422222222222224,0.6034444444444444,0.5158722222222223,0.10566037735849057,0.8943396226415095,0.3776435045317221,0.7355555555555555,0.34312601643029833,0.3,23,0.7496890024038473
